ID,Text,Comment
KeyBinding.ToggleBrushShape,Alterna la forma del pinzell,"Label of the key that toggles the shape of the brush, 'brush shape' should be the same as MapEditor.Brush.Shape.Label"
KeyBinding.ToggleBuildingPause,Pausa l'edifici seleccionat,Label of the key that pauses the selected building
KeyBinding.ToggleConsole,Alterna la consola,Label of the key that toggles the console with logs
KeyBinding.ToggleGUI,Alterna la visibilitat de la interfície,Label of the key that hides/shows the whole user interface
KeyBinding.ToggleGuidelines,Alterna les guies,Toggle guidelines on/off
KeyBinding.ToggleHaulingPriority,Alterna la prioritat de transport,Label of the key that toggles the hauling priority of the selected object
KeyBinding.ToggleNaturalResources,Alterna els recursos naturals,Label of the key that shows/hides the natural resources in map editor. Natural resources should be the same as NaturalResources.Visibility.Show
KeyBinding.ToggleStockpileOverlay,Alterna la superposició de magatzems,Label of the key that shows/hides the storage overlay
KeyBinding.ToggleStockpilePriority,Alterna la prioritat de magatzem,Label of the key that toggles the priority of the selected warehouse between StockpilePriority.Accept/StockpilePriority.Obtain/StockpilePriority.Supply/StockpilePriority.Empty
KeyBinding.ToggleWaterVisibility,Alterna la visibilitat de l'aigua,Label of the key that makes water semi-transparent
KeyBinding.ToggleWorkerType,Alterna el tipus de treballador,Keybinding for toggling the worker type.
KeyBinding.UndoChanges,Desfés canvis,Key binding for undoing changes in Map editor.
KeyBinding.UniqueBuildingAction,Acció única de l'edifici,"Keybinding for execute main action assigned to selected building, for example detonate dynamite or switch lever state"
KeyBinding.UnlockTool,Desbloqueja l'eina,Label of the key that unlocks the currently selected tool
KeyBinding.WorkplacesTab,Obre la pestanya de llocs de treball,"Label of the key that opens the Settlement Panel and selects the Workplaces tab, Workplaces should be the same as BatchControl.Workplaces"
KeyBinding.ZoomIn,Apropa,Label of the key that zooms camera in
KeyBinding.ZoomOut,Allunya,Label of the key that zooms camera out
KeyBindingBox.ClearBinding,Neteja,Text on the button in rebinding dialog box that clears the current key binding. Please keep short.
KeyBindingBox.DuplicatedBinding,"Aquesta combinació de tecles ja està assignada a:

{0}

La vols assignar igualment?","Message shown on key rebinding dialog box when the user tries to assign a key combination that is already assigned to another key binding, {0} stands for the list of key bindings e.g. KeyBinding.Speed0, KeyBinding.ToggleGUI etc."
KeyBindingBox.PrimaryBinding,Assignació principal,Header of the primary key bindings column in the key bindings panel
KeyBindingBox.RebindingMessage,Prem una tecla per reasignar l'assignació de: {0},"Message shown on key rebinding dialog box, {0} stands for the name of the key binding e.g. KeyBinding.Speed0, KeyBinding.ToggleGUI etc."
KeyBindingBox.ResetToDefault,Restableix per defecte,Text on the button in key bindings panel that resets all key bindings to their default bindings
KeyBindingBox.ResetToDefaultMessage,Segur que vols restablir totes les assignacions de tecles als valors per defecte?,Message shown on key bindings panel when the user clicks the KeyBindingBox.ResetToDefault button
KeyBindingBox.SecondaryBinding,Assignació secundària,Header of the secondary key bindings column in the key bindings panel
KeyBindingGroup.Buildings,Edificis,"Label for the key binding group associated with building controls (pausing, changing priority etc)"
KeyBindingGroup.Camera,Càmera,"Label for the key binding group associated with camera controls (camera movement, rotation, zoom etc)"
KeyBindingGroup.MapEditor,Editor de mapes,Label for the key binding group associated with map editor controls (mostly brush manipulation)
KeyBindingGroup.Objects,Control d'objectes,"Label for the key binding group associated with object controls (rotating, removing, pausing etc)"
KeyBindingGroup.SettlementPanel,Panell d'assentament,Label for the key binding group associated with settlement panel controls (opening panel and its tabs)
KeyBindingGroup.Time,Temps,Label for the key binding group associated with time controls (changing time speed)
KeyBindingGroup.UI,Interfície d'usuari,"Label for the key binding group associated with user interface controls (opening panels, toggling overlays etc)"
KeyBindingsPanel.Header,Assignacions de tecles,Header of the key bindings box
LevelVisibility.InfoTooltip,Capes visibles,Tooltip for controls that allow the player to set the vertical level visibility
LevelVisibility.ResetTooltip,Reinicia les capes visibles,Tooltip for button that resets the vertical vertical visibility
LoadMapPanel.Delete,Elimina mapa,A button. Please keep short.
LoadMapPanel.DeleteMapPrompt,Segur que vols eliminar {0}?,{0} stands for map name
LoadMapPanel.Header,Editar mapa,
LoadingIssue.BlockObjectLoadingIssue,L'objecte tenia una ubicació no vàlida i s'ha eliminat: {0}.,
LoadingIssue.ContinuePlaying,Continua jugant,a button please keep short. Allows player to play dispite detected issues
LoadingIssue.LoadingIssues,Problemes de càrrega,Shown when there are issues with loading map
LoadingIssue.LoadingIssuesDetected,Detalls:,Shown when there are issues with loading map
LoadingIssue.MapIssuesWarning,"Probablement això és causat per mods que falten o per una versió més nova del joc.

Pots continuar jugant, però el teu mapa pot estar incomplet.",Shown when there are issues with loading map - warning player about possible reason and consequences
LoadingIssue.PrefabNotFoundIssue,L'objecte tenia un tipus desconegut i s'ha eliminat: {0}.,Warning shown when object type is not found in the game and cannot be instantiate.
LoadingIssue.TerrainCutOffIssue,El terreny superava l'alçada màxima permesa i s'ha retallat.,Warning shwon when terrain in saved map exceeds the maximum height of the map.
MainMenu.RosettaPerformanceWarning,Reduced performance.,"Warning message displayed in the main menu when Rosetta (MacOS compatibility mode) is enabled. Preceded by the ""Rosetta: OFF"" message."
MainMenu.SteamUpdateInfoText,"• Nous objectes interactius de mapa
• Automatització: sensors, relés, temporitzadors i més
• Nous mapes: Oasis, Pressió, Vessament
• Escales de cargol, porta, embragatge, pancartes
• Pipeline de modding millorat
• Renovació visual, retocs del tutorial, eina de duplicació
• Assoliments de Steam","Text shown in the update info panel with the latest update summary. Sensor, Relay, Timer, Spiral Stairs, Gate, Banner and duplication naming must be consistent with the usage of those terms in the rest of the game."
MainMenu.UpdateInfoHeader,Actualització 1.0,"Header of the update info panel that is shown in the main menu, 1.0 is the current game version number. Keep consistent with MainMenu.UpdateInfoHeaderExperimental."
MainMenu.UpdateInfoHeaderExperimental,Actualització 1.0 - Experimental,"Header of the update info panel that is shown in the main menu of the experimental version, 1.0 is the current game version number. Keep consistent with MainMenu.UpdateInfoHeader."
MainMenu.UpdateInfoLink,<u>Llegeix-ne més</u>,Label of the link that opens web browser with the update details webpage.
MainMenu.UpdateInfoText,"• Nous objectes interactius de mapa
• Automatització: sensors, relés, temporitzadors i més
• Nous mapes: Oasis, Pressió, Vessament
• Escales de cargol, porta, embragatge, pancartes
• Pipeline de modding millorat
• Renovació visual, retocs del tutorial, eina de duplicació","Text shown in the update info panel with the latest update summary. Sensor, Relay, Timer, Spiral Stairs, Gate, Banner and duplication naming must be consistent with the usage of those terms in the rest of the game."
MainMenu.WelcomeScreenStart,Comença!,A button please keep short
Manufactory.CurrentRecipe,Recepta,Text before a dropdown for changing factory recipe - what the factory produces from what ingredients.
Manufactory.NoRecipeOption,Cap,Text shown in a dropdown when no recipe is selected. Keep below 15 characters.
Manufactory.Recipe.BiofuelCarrot,Biofuel (Carrots),Recipe for making Biofuel out of Carrots. Keep consistent with Good.Biofuel.DisplayName and Good.Carrot.PluralDisplayName.
Manufactory.Recipe.BiofuelPotato,Biofuel (Potatoes),Recipe for making Biofuel out of Potatoes. Keep consistent with Good.Biofuel.DisplayName and Good.Potato.PluralDisplayName.
Manufactory.Recipe.BiofuelSpadderdock,Biofuel (Nenúfar groc),Recipe for making Biofuel out of Spadderdock. Keep consistent with Good.Biofuel.DisplayName and Good.Spadderdock.PluralDisplayName.
Manufactory.Recipe.EfficientScrapMetal,Scrap metal (Efficient),A more efficient way of getting scrap metal using explosives. The metal scrap itself is not more efficient. Scrap Metal is Good.ScrapMetal.PluralDisplayName
MapEditor.BlockObjectRandomizePlacement,Aleatoritza la rotació i el sentit de volteig,Button to randomize the rotation and flip direction of the object being placed in the map editor
MapEditor.Brush.AbsoluteTerrainHeight,Terreny (alçada absoluta),A tool that changes terrain height to an absolute value.
MapEditor.Brush.Density,Densitat,Density of objects.
MapEditor.Brush.Direction.Label,Direcció del pinzell:,
MapEditor.Brush.Direction.Lower,Baixa,
MapEditor.Brush.Direction.Raise,Puja,
MapEditor.Brush.Height.Label,Alçada del pinzell:,Either absolute or relative height at which brush will paint.
MapEditor.Brush.NaturalResourceRemoval,Elimina recursos naturals,Natural resources meaning trees and bushes
MapEditor.Brush.NaturalResourceSpawning,Recursos naturals,Natural resources meaning trees and bushes
MapEditor.Brush.RandomizeYieldGrowth,Maduresa aleatòria,"This text is next to a toggle that randomizes the percentage growth of fruit, chestnuts or other things that can be gathered and regrow"
MapEditor.Brush.RelativeTerrainHeight,Terreny (alçada relativa),A tool that changes terrain height by a value relative to the original height.
MapEditor.Brush.SculptingTerrain,Terreny (esculpit),Label of the brush that allows the player to sculpt the terrain (e.g. dig tunnels or create overhangs)
MapEditor.Brush.Shape.Label,Forma del pinzell:,
MapEditor.Brush.Shape.Round,Rodó,
MapEditor.Brush.Shape.Square,Quadrat,
MapEditor.Brush.Size.Label,Mida del pinzell:,
MapEditor.FlowPreview.StartTest,Inicia la prova de flux,Label of a button that starts water flow test in map editor.
MapEditor.FlowPreview.StopTest,Atura la prova de flux,Label of a button that stops water flow test in map editor.
MapEditor.Layers.NaturalResources,Recursos naturals,
MapEditor.LoadMap.Header,Selecciona mapa,
MapEditor.MapMetadata.Description,Descripció del mapa,Label of the map description
MapEditor.MapMetadata.Title,Dades del mapa,Title of the map data panel in map editor. Currently it only contains the map description field to fill in.
MapEditor.MapWillBeSaved,Es desarà el mapa.,Message that is shown when player clicks on the upload map button in map editor. With Ok/Cancel buttons.
MapEditor.NewMap,Mapa nou,A button please keep short
MapEditor.NewMap.Create,Crea,A button which confirms new map parameters and starts the map editor
MapEditor.NewMap.Header,Mapa nou,
MapEditor.NewMap.Size,Mida:,
MapEditor.NoStartingLocation,Add a Starting Location.,Notification that there is no starting location object. Keep consistent with Building.StartingLocation.DisplayName.
MapEditor.NonCompatibleMapVersion,Versió de mapa incompatible.,Warning shown in the map editor when the map version is not compatible with the current game version.
MapEditor.NonCompatibleMapVersion.Tooltip,"Aquesta versió del mapa ({0}) no és compatible amb la versió actual del joc ({1}).
Desa el mapa perquè sigui compatible.",Tooltip shown over MapEditor.NonCompatibleMapVersion warning.
